MNI_Caudate_L_roi.mat,MNI_Caudate_R_roi.mat,MNI_Cingulum_Ant_L_roi.mat,MNI_Cingulum_Ant_R_roi.mat,MNI_Cingulum_Mid_L_roi.mat,MNI_Cingulum_Mid_R_roi.mat,MNI_Cingulum_Post_L_roi.mat,MNI_Cingulum_Post_R_roi.mat,MNI_Cuneus_L_roi.mat,MNI_Cuneus_R_roi.mat,MNI_Frontal_Inf_Oper_L_roi.mat,MNI_Frontal_Inf_Oper_R_roi.mat,MNI_Frontal_Inf_Orb_L_roi.mat,MNI_Frontal_Inf_Orb_R_roi.mat,MNI_Frontal_Inf_Tri_L_roi.mat,MNI_Frontal_Inf_Tri_R_roi.mat,MNI_Frontal_Med_Orb_L_roi.mat,MNI_Frontal_Med_Orb_R_roi.mat,MNI_Frontal_Mid_L_roi.mat,MNI_Frontal_Mid_R_roi.mat,MNI_Frontal_Mid_Orb_L_roi.mat,MNI_Frontal_Mid_Orb_R_roi.mat,MNI_Frontal_Sup_L_roi.mat,MNI_Frontal_Sup_R_roi.mat,MNI_Frontal_Sup_Medial_L_roi.mat,MNI_Frontal_Sup_Medial_R_roi.mat,MNI_Frontal_Sup_Orb_L_roi.mat,MNI_Frontal_Sup_Orb_R_roi.mat,MNI_Insula_L_roi.mat,MNI_Insula_R_roi.mat,MNI_Precuneus_L_roi.mat,MNI_Precuneus_R_roi.mat,MNI_Putamen_L_roi.mat,MNI_Putamen_R_roi.mat,MNI_Temporal_Inf_L_roi.mat,MNI_Temporal_Inf_R_roi.mat,MNI_Temporal_Mid_L_roi.mat,MNI_Temporal_Mid_R_roi.mat,MNI_Temporal_Pole_Mid_L_roi.mat,MNI_Temporal_Pole_Mid_R_roi.mat,MNI_Temporal_Pole_Sup_L_roi.mat,MNI_Temporal_Pole_Sup_R_roi.mat,MNI_Temporal_Sup_L_roi.mat,MNI_Temporal_Sup_R_roi.mat,MNI_Occipital_Inf_L_roi.mat,MNI_Occipital_Inf_R_roi.mat
0.2056258,0.1855474,0.2510089,0.2519168,-0.01266576,0.06287043,0.1087265,0.07434455,-0.1393873,-0.06238814,0.1442889,0.1223139,0.1254606,0.05913866,0.1474281,0.1426254,0.02770501,0.02253322,0.1338727,0.1668079,0.07428643,0.05855359,0.1311988,0.1100123,0.2960983,0.2284652,0.1107186,0.1304825,0.1031711,0.0527781,-0.05177045,-0.08008577,0.09171194,0.07898864,0.06444664,0.05020632,-0.007215952,-0.05988848,0.3411073,0.2330084,0.2401934,0.07387828,0.03340086,-0.0164948,-0.003913,0.05352584
-0.3591639,-0.2115884,-0.3533895,-0.1706753,-0.1973821,-0.2530808,-0.4442523,-0.5529293,-0.2496057,-0.2641274,-0.3979898,-0.2802179,-0.01171687,-0.0137933,-0.3248428,-0.1326085,-0.005558691,0.2354341,-0.1350883,0.09343685,0.2541745,0.5169015,-0.04542854,0.03884634,-0.06196688,0.1334271,0.3902991,0.2482311,-0.4334409,-0.4109345,-0.1483491,-0.1964615,-0.4059857,-0.3094458,-0.07903985,-0.03266639,-0.2454156,-0.226413,-0.2574107,0.02384512,-0.3491973,-0.4676798,-0.4400674,-0.4440492,-0.1240534,-0.1167512
0.354601,0.3750188,0.4565118,0.4850163,0.08748886,0.1568531,-0.1654147,-0.2055522,-0.3774007,-0.3567045,0.3453719,0.3396554,0.5131009,0.5392256,0.4241817,0.3191256,0.05029142,0.2722942,0.4272862,0.3709591,0.4061578,0.5223162,0.3586227,0.3319542,0.3456567,0.3666404,0.3543299,0.3180556,0.3657241,0.43843,-0.3206095,-0.3007406,0.3273551,0.3637759,0.04418628,0.08196433,-0.002836037,-0.06952064,0.8810783,1.029686,0.5114825,0.4495718,0.07201151,0.09382495,-0.3567133,-0.3082974
0.01646599,0.0986121,0.08641546,0.134123,0.0511517,0.05659278,-0.1899019,-0.2358727,-0.2285678,-0.1506758,0.05132525,0.03885303,0.2583707,0.06556124,0.1260957,0.03205321,0.07068371,0.1534041,0.1960941,0.1497969,0.3714792,0.2768342,0.1585473,0.1385142,0.1441408,0.145432,0.2286839,-0.03072065,0.08089245,0.09612867,-0.08101845,-0.06135557,0.1084926,0.115464,0.2136896,0.1793911,0.0995541,0.05745866,0.3290156,0.144685,0.3407874,0.04904129,0.04940064,0.005189933,0.06204325,0.01125481
0.09205849,0.1241327,0.19149,0.2099795,0.1180996,0.1180403,0.01947317,0.03891663,-0.1473754,-0.1132744,0.05342573,0.06656217,0.1219308,0.129508,0.1037368,0.06700502,0.2618164,0.234991,0.1281847,0.1260298,0.09015707,0.2442043,0.1204669,0.06859087,0.2672083,0.1873729,0.225038,0.3016418,0.07033278,0.06010798,-0.05807235,-0.03132839,0.03474784,0.07034433,0.03380665,0.01436333,0.08378585,-0.06898749,0.1575385,0.1283196,0.156717,-0.01069838,0.08567753,-0.04201205,-0.2253706,-0.2601238
-0.336186,-0.2750254,-0.4008162,-0.3421509,-0.2622712,-0.2252053,-0.002244886,-0.01212902,0.04923175,0.03037064,-0.3336682,-0.2321007,-0.3088663,-0.3046924,-0.32341,-0.2573857,-0.3460729,-0.3305841,-0.2230298,-0.1719201,-0.2469659,-0.2537909,-0.1931633,-0.1363439,-0.2680435,-0.2038968,-0.1421944,-0.05969141,-0.3332471,-0.2999397,-0.1325559,-0.124029,-0.3832232,-0.3541667,-0.05318192,-0.08705197,-0.168046,-0.03704135,-0.3860983,-0.4609296,-0.4504952,-0.3577154,-0.2676007,-0.1325694,0.1329262,0.1775752
0.004609415,-0.07538326,0.06164185,0.03977087,0.1218529,0.05154864,0.1789093,-0.03047064,-0.1337704,-0.1738649,0.005332072,-0.01275259,0.1742751,0.1763263,0.05117372,-0.01232079,0.06542092,0.1204093,0.09635156,0.07052484,0.300331,0.3440515,0.1218808,0.06557384,0.2204269,0.1768045,0.2954255,0.5200111,-0.05468065,-0.06666092,0.04335325,-0.02638181,-0.002010517,-0.1102261,0.06499589,0.1018237,0.08496215,0.02696533,0.1075102,-0.07477152,0.06279368,-0.1323289,0.0818332,-0.03735966,0.1490062,-0.05074886
0.1468938,0.1275515,0.3256559,0.3577163,0.097029,0.1321338,-0.1433494,-0.2277259,-0.3529784,-0.3263051,0.2324346,0.1466542,0.3083077,0.3017061,0.3501587,0.223639,0.211597,0.2573436,0.2925837,0.2180708,0.2691245,0.2378625,0.2377543,0.1793103,0.2607832,0.2698065,0.2215754,0.1417916,0.2557424,0.1539288,-0.1616825,-0.1777109,0.2276034,0.1844198,0.002696199,-0.05264297,-0.07386586,-0.1124086,0.3206908,0.4045568,0.2229196,0.1692794,0.002474108,-0.07338732,-0.3053208,-0.2984953
0.1409027,0.1634897,0.1822757,0.2106583,0.1440514,0.1758877,0.3867989,0.2158294,-0.02604482,0.008970488,0.1871354,0.1489017,0.2185018,0.1987457,0.1813847,0.1568366,0.2504011,0.202606,0.262693,0.2724264,0.4400294,0.4626681,0.2064801,0.2550425,0.2730626,0.2866656,0.5782184,0.4062398,0.1185047,0.1568483,0.07887973,0.1263806,0.2068514,0.183815,0.1614232,0.2162502,0.1206546,0.138232,0.6179097,0.3786264,0.3287994,0.2864815,0.1302615,0.1157442,-0.0928101,0.03355912
-0.008963326,0.06280764,0.2088972,0.2449394,0.02342784,-0.02305237,0.03733207,-0.04323359,-0.3993725,-0.3573188,-0.09252479,0.009525648,0.03850537,0.1230984,0.02194628,0.03480097,-0.01986199,0.02888391,0.1721368,0.1034502,0.1534554,0.1758517,0.1853648,0.1281061,0.2438421,0.2095572,0.01298119,0.05168463,-0.05216355,0.001636101,-0.1689926,-0.1427957,-0.1343341,-0.04323718,0.02749488,0.1024027,-0.04883228,-0.04517662,-0.002582716,0.1888104,0.08153144,0.09464788,-0.06381921,-0.1101616,-0.07410649,-0.02197316
0.1537972,0.1874593,0.2660502,0.287804,0.04158619,0.07289236,-0.03159569,-0.01565484,-0.3352189,-0.3308214,0.1680731,0.05434084,0.2031169,0.1286779,0.1330481,0.01469392,0.1284016,0.1595585,0.1887248,0.1209271,0.1871717,0.1283972,0.09091698,0.0919324,0.2300935,0.1955826,0.1053795,-0.1008551,0.1485648,0.07986102,-0.1776857,-0.1508439,0.08908213,0.05201195,0.01451924,-0.0217508,-0.01384111,-0.1215999,0.3068112,0.2050511,0.2948339,0.1201732,-0.05440414,-0.08736939,-0.1244262,-0.05578978
0.2376293,0.1991084,0.5480196,0.6059906,-0.07386316,0.04098947,-0.4194274,-0.4904347,-0.5807513,-0.586898,0.2856017,0.1438602,0.472636,0.3970036,0.4976778,0.2638396,0.2698918,0.5112787,0.2988434,0.0907047,0.6910692,0.4395239,0.3229997,0.2271757,0.4048256,0.476736,0.3011404,0.3679251,0.324282,0.1945215,-0.449867,-0.482159,0.273581,0.204282,-0.09555673,-0.2142712,-0.124528,-0.2333711,0.5963636,0.5845275,0.1882425,-0.00103731,-0.03101371,-0.08009227,-0.3065858,-0.4056683
0.3843248,0.4368502,0.3167249,0.3280865,0.06419571,0.1233907,-0.2640887,-0.2493727,-0.1454612,-0.1848475,0.463306,0.3739543,0.4959999,0.5610945,0.4575751,0.3869918,0.1899374,0.2307212,0.3502483,0.3311307,0.41739,0.4507038,0.3082174,0.2931513,0.4386919,0.4487012,0.3963395,0.1992978,0.4100476,0.3689862,-0.2065583,-0.1985205,0.3921934,0.357035,0.2452605,0.1811115,0.06838747,0.01850467,0.6602188,0.5779308,0.5613054,0.4135433,0.1930713,0.122585,-0.3015248,-0.2764947
0.4992389,0.565999,0.5995262,0.7351528,0.3006915,0.4107366,-0.01703159,0.01311644,-0.2213788,-0.2725528,0.6043801,0.5191185,0.7169931,0.5361073,0.7044706,0.7149092,0.2048247,0.4418886,0.6603207,0.7139495,0.9659381,0.9369382,0.6640088,0.7189558,0.7167851,0.7625399,0.668333,0.8007797,0.4621645,0.3671495,0.003170009,0.003895565,0.404288,0.3888887,0.2945269,0.3017753,0.1064173,0.08411521,0.7166197,0.7247658,0.3635571,0.275386,0.1349197,0.1363792,-0.3029313,-0.196938
0.3128402,0.2553114,0.4483025,0.4617137,0.08768053,0.1153736,-0.2082137,-0.167008,-0.2889549,-0.3026272,0.2784339,0.2254545,0.520177,0.4394237,0.3752752,0.2607482,0.3464388,0.3412278,0.3953743,0.3162036,0.4374054,0.4700347,0.406086,0.358732,0.5507901,0.4808351,0.3688053,0.3251239,0.3612792,0.2701026,-0.2845473,-0.2960165,0.2661301,0.236554,-0.06356096,-0.1743938,-0.05378093,-0.1369477,0.8884722,0.7362557,0.5466672,0.4373456,0.1187652,-0.0277758,-0.3214661,-0.1885647
-0.1588983,-0.1436817,0.3964022,0.4013186,0.1258039,0.12055,0.4842177,0.4822196,0.05010843,-0.09685003,0.3771114,0.1354982,0.5036927,0.4883996,0.492356,-0.05908724,-0.974103,-0.5671837,0.07245702,-0.1981402,-0.7658082,-0.4812297,-0.3575985,-0.1868257,-0.3433679,-0.4656577,-1.082658,-0.7363465,0.05616679,0.1575548,0.2675825,0.3105815,-0.07189962,0.1196608,-0.04686499,0.03498319,0.2289568,0.1283203,-0.4139991,-0.001391225,-0.3209382,-0.5621169,-0.07743852,0.01658835,1.238689,0.3589362
0.1324452,0.1586386,0.152526,0.1697332,0.07210606,0.06744952,0.04440432,0.001378833,-0.01201076,0.00688197,0.1059802,0.1089763,0.1753884,0.1731278,0.151577,0.14595,0.1283247,0.1105688,0.1622244,0.1249977,0.1693527,0.1785563,0.1547193,0.1091834,0.2427665,0.1754516,0.1639206,0.1755995,0.1164506,0.06930205,0.01228234,0.02286737,0.1049382,0.0949371,0.1006572,0.1156743,0.05451709,0.03641734,0.2758583,0.1840794,0.2391139,0.13702,0.07611824,0.006314138,0.009034235,0.06680203
0.1039393,0.1146244,0.186745,0.1836711,0.03771988,0.04828248,-0.09771144,-0.1030968,-0.1800811,-0.1996963,0.1287248,0.1209981,0.2362279,0.2391492,0.1515094,0.2092684,0.1419568,0.1423348,0.1684326,0.08678081,0.2179511,0.1844541,0.1492535,0.1035052,0.1730755,0.1346641,0.1858801,0.06912385,0.1678627,0.1480948,-0.132435,-0.1143426,0.1211863,0.1329327,0.06078316,0.01620223,0.03982225,0.009561242,0.309579,0.3591869,0.2184097,0.2031766,0.09487495,0.07679789,-0.1582308,-0.2169355
-0.008516034,0.10795,-0.01914629,0.1249905,-0.1477503,-0.09618375,-0.2877772,-0.2182542,-0.3012494,-0.1482268,-0.1525684,-0.0808518,-0.2154218,0.03630776,-0.1130067,-0.1214051,-0.4944374,0.01414399,-0.04866223,0.02815736,-0.000802633,0.4598498,-0.05359738,0.05352154,0.01814841,0.153752,-0.1769597,0.301706,-0.1787331,-0.05451543,-0.1781536,-0.1864062,-0.1681741,0.01839295,-0.09400052,-0.1496339,-0.2333863,-0.2367682,-0.4749733,-0.04397878,-0.3264124,-0.2451987,-0.2680488,-0.2112044,-0.1116136,-0.1092012
-0.1344457,-0.05759355,-0.05294401,-0.01592613,0.005496458,-0.007054067,0.0654467,0.05378483,-0.0760984,-0.04955034,-0.2091786,-0.09524948,-0.2369835,-0.1253366,-0.2122558,-0.08570508,-0.1168783,-0.1499573,-0.09490686,-0.06529088,0.027037,-0.04181591,-0.08667753,-0.07084068,-0.09706567,-0.09810163,0.03135002,-0.1628991,-0.1391344,0.03105909,-0.01274108,-0.003716459,-0.06557004,0.06809419,-0.1666681,-0.0822299,-0.1541848,-0.1208777,-0.2559069,-0.06177589,-0.432697,-0.2468902,-0.1065703,-0.06852436,0.1114155,0.1443054
0.5976001,0.5818236,0.8828278,0.8860918,0.2989009,0.3744556,-0.06176587,-0.1186002,-0.3999964,-0.3316615,0.6724132,0.6252406,0.7834252,0.7715772,0.8075342,0.7546608,0.5545369,0.6207078,0.6976655,0.7460771,0.7521746,0.7813765,0.6852778,0.721695,0.8142177,0.8767639,0.6997259,0.7010535,0.5857049,0.6040346,-0.2807878,-0.2792357,0.499439,0.5145624,0.2495849,0.2751405,0.03778843,0.0665387,1.309471,1.084919,0.7816431,0.7778938,0.1994533,0.210331,-0.5261996,-0.2191169
-0.06525543,0.01277496,0.2265791,0.3498743,-0.2821457,-0.1592909,-0.6274151,-0.6507745,-0.6178842,-0.5937027,-0.09236367,0.2243745,0.1566635,0.4039648,0.01045849,0.3204663,-0.07912252,0.2738859,0.04583758,0.3306716,0.1358702,0.6588119,0.09534277,0.2492785,0.258526,0.4448751,0.4701188,0.6448393,0.04770322,0.1390004,-0.5977117,-0.5651575,-0.01790344,0.1424915,-0.297492,-0.01032814,-0.3529039,-0.2383311,0.007642824,0.4865987,-0.1568658,0.3167379,-0.1720624,-0.101945,-0.5564899,-0.3880668
0.1738299,0.1686689,0.263516,0.288866,0.06718697,0.09754373,-0.1898469,-0.1324177,-0.2825792,-0.2500691,0.2649964,0.2046834,0.2621919,0.2111668,0.284545,0.1974534,0.09406758,0.1830578,0.3074335,0.2624469,0.2313834,0.2582492,0.2385546,0.2294653,0.1881133,0.2586842,0.1240112,0.250129,0.2039895,0.09856359,-0.1153283,-0.1273458,0.2259092,0.1579583,0.1003608,0.02250555,0.05740829,-0.04223299,0.6091193,0.4921792,0.3414651,0.2588904,0.02193902,-0.001111846,-0.1670695,-0.1158934
0.6884088,0.7292079,1.051025,1.186387,0.4575728,0.5180339,-0.05233718,-0.05864492,-0.31942,-0.2130482,0.6447811,0.7192979,0.9204243,1.135199,0.7452851,0.7368806,0.7606189,0.9238497,1.09095,1.066722,0.8175319,1.136545,1.015498,1.042217,1.264254,1.282386,0.985428,0.9843297,0.6928307,0.7486157,0.04762967,0.04976936,0.8041911,0.8731111,0.4185287,0.5393716,0.2695729,0.3040119,1.316639,1.400976,0.8857371,1.05713,0.383363,0.3919859,-0.1405891,-0.04849557
0.05147272,0.04183106,0.1278606,0.1469321,-0.007805849,-0.00363369,-0.1232548,-0.1298066,-0.1329503,-0.1022381,0.02110916,0.001256433,0.1072901,0.1411897,0.06477315,0.03644827,0.0192654,0.1044831,0.07017136,0.05265184,0.1079609,0.1174925,0.06869797,0.04016906,0.1097126,0.1424241,0.09984093,0.1211472,0.06816051,0.058317,-0.157295,-0.1401151,0.03934076,0.03410735,-0.1099791,-0.1108869,-0.07564232,-0.06767134,0.1508367,0.1623878,0.1583382,0.09947922,-0.004705225,0.01027925,-0.1037069,-0.06248727
0.3521604,0.3111733,0.3293392,0.3217981,0.2181756,0.1775229,-0.1169216,-0.2252205,-0.3282382,-0.4442988,0.2484614,0.2229635,0.3910466,0.2601867,0.2647231,0.09981113,0.2065339,0.1074596,0.4176682,0.2070164,0.6149042,0.363989,0.3591358,0.2974461,0.4754884,0.3691288,0.4346335,0.3847453,0.394012,0.223995,-0.1735224,-0.3034122,0.351153,0.2337399,0.1938103,0.03851893,0.1829739,0.002939527,0.5045582,0.4170059,0.4557626,0.1840955,0.3185157,0.1653221,-0.2889441,-0.1016561
0.1049596,0.06177498,0.09637276,0.1044075,0.0139485,0.02824469,-0.1544581,-0.1858076,-0.3103281,-0.2822589,0.1325435,0.02857649,0.206863,0.2239438,0.1283854,0.005083032,-0.06378703,0.04300389,0.1245856,-0.002363969,0.01082256,0.106926,0.09793224,0.05328428,0.01659232,0.01885048,0.063281,0.08982913,0.1963059,0.1491071,-0.1342842,-0.1270957,0.1098181,0.06791585,-0.05470141,-0.1485807,0.03702277,-0.06059968,0.2278697,0.2392647,0.1067883,0.1284583,0.06273827,0.03956961,-0.1331611,-0.1120993
0.218862,0.3813413,0.2198816,0.2948144,0.08885536,0.1465744,0.2421455,0.4157591,0.009306941,0.1457966,-0.01355604,0.1563096,-0.0406318,0.1768396,0.008744208,0.1559549,0.02053375,0.002653994,0.1083179,0.120778,-0.24103,-0.07854606,0.02304082,0.1341343,0.1984803,0.08300788,-0.2577954,-0.07973487,0.03253722,0.1657642,-0.002366702,0.08462602,0.1289703,0.3290123,0.1351154,0.1210629,0.0937042,0.02663678,0.2280606,0.2617833,0.05672376,0.07502845,-0.1523061,-0.05771444,0.01407594,0.1357515
-0.003616348,-0.01180171,-0.009309692,0.03501507,-0.06167707,-0.03078871,-0.1572973,-0.1365707,-0.2722526,-0.210979,7.94E-05,-0.05249692,0.01990368,-0.003197798,-0.01227792,-0.06955362,0.05374235,0.01105221,0.03822954,-0.02799801,0.04309921,0.00867533,0.035627,0.01884933,0.007853804,0.04558657,0.02457809,0.02508815,0.01158343,-0.05833405,-0.1665467,-0.1366305,0.03322153,0.005691066,-0.07455983,-0.09482759,-0.06744706,-0.09449585,0.1880414,0.2112252,-0.07201329,0.01699839,-0.03672789,-0.07554898,-0.1798883,-0.09049729
0.05224177,0.04265099,0.008045731,0.04309322,0.06041463,0.08353317,-0.02408248,-0.1150207,-0.1235873,-0.1454383,0.1303209,0.1305793,0.129544,0.02542733,0.1271615,0.03735433,-0.1186795,-0.05227018,0.2164797,0.1837294,0.2239497,0.1567919,0.1333402,0.108118,-0.02006774,0.002628332,0.347743,-0.000448083,0.08630888,0.07391061,0.05241675,0.02931248,0.0208539,0.0173679,0.1245119,0.1144348,0.05686053,0.03311953,0.1450894,0.2480344,0.0186001,-0.1177265,0.06832477,0.06373234,-0.06433962,-0.1538495
0.09266529,0.05174316,0.146131,0.1167238,0.0698093,0.06640676,0.09032901,0.03362521,0.00803366,-0.07730021,-0.03906728,-0.1182777,0.1700153,0.03882501,0.06951927,-0.08512071,0.2041283,0.2256054,0.1530934,0.02536653,0.1198773,0.01409651,0.1157192,0.05409882,0.2275297,0.1021152,0.006883598,0.03178366,0.1303806,0.04345183,-0.005473558,0.005037462,0.06557888,0.04066674,0.06953923,0.07404958,0.04306334,-0.008441519,0.3096245,0.137145,0.1576626,0.127975,0.1048776,-0.01719767,-0.2217785,-0.02975552
0.07361659,0.08432334,0.1059217,0.1167957,0.05788563,0.07728421,0.1530008,0.128319,0.05281566,-0.00063515,0.09090512,-0.02244438,0.2308287,0.2061364,0.1472589,0.0660669,0.1221539,0.07497284,0.1448251,0.1001891,0.1839275,0.1318099,0.1108492,0.06020988,0.2240186,0.1427617,0.2284319,0.2029708,0.01442933,-0.0246665,0.06097177,0.04264037,0.2137279,0.1652309,0.1005124,0.07531224,0.1018558,0.0392795,0.1198937,0.07730586,0.09958369,0.08162388,0.06209617,0.06993018,-0.03181502,-0.04815693
0.096347,0.03868657,0.383884,0.3555161,0.1590761,0.1070048,0.1900043,0.0247306,0.02898592,-0.06508592,0.1978235,0.1268115,0.4913201,0.3255562,0.3405338,0.1660528,0.2476375,0.201618,0.5047544,0.359775,0.4228737,0.2137402,0.2928241,0.3342873,0.3846266,0.3866539,0.4018188,0.2662785,0.1493351,0.02033108,0.005975558,-0.05141906,0.1307814,0.1377606,0.1249105,0.1380815,0.1232119,0.0126619,0.3629832,0.378759,0.4423169,0.1888564,0.08166707,0.008421931,0.2310188,0.07184533
0.02517685,-0.01748335,0.03857505,0.05543422,0.07057517,0.0249696,-0.09841917,-0.1209016,-0.0395907,-0.03725495,0.1093361,0.09096021,0.09849238,0.1124417,0.1728168,0.08014316,-0.03454351,0.02125567,0.10263,0.07936209,0.1935522,0.1675912,0.01299013,0.02143404,0.0111267,0.03235802,0.1482626,0.07337973,0.1086096,0.05125923,-0.03478259,-0.04555678,0.08737615,0.02081156,0.1083885,0.04799185,0.03235461,0.003801523,0.1987478,0.1988119,0.06933772,0.09450829,0.161667,0.05336363,-0.05430738,0.09532114
0.166487,0.138252,0.4445622,0.4598911,-0.168734,-0.01227488,-0.5460232,-0.5532429,-0.4754927,-0.3309688,0.1927942,0.2695478,0.3144012,0.3413162,0.3686985,0.2908772,-0.1285038,0.1266116,0.4322493,0.4713809,0.3595447,0.3842704,0.3856306,0.483748,0.450855,0.4696543,0.4038895,0.5248145,0.3731993,0.2608561,-0.4539939,-0.3472437,0.2583591,0.1408082,-0.3242726,-0.1958474,-0.2278521,-0.2589817,0.4970762,0.5226419,0.3125974,0.5367088,0.08454739,-0.1234051,-0.1265436,-0.2064279
0.1407677,0.08875565,0.1514025,0.1760513,0.005161594,0.03200608,-0.1095289,-0.1009039,-0.07776127,-0.0747577,0.1140466,0.06361312,0.2739215,0.1499353,0.1729454,0.1175513,0.03303356,0.08506561,0.1712312,0.1011825,0.2228117,0.2004326,0.1417412,0.07179703,0.1259354,0.06876979,0.1935476,0.1983166,0.1745426,0.1425239,-0.1762144,-0.1738827,0.153607,0.07704345,0.07794269,0.06283059,0.07062756,0.008356105,0.4060429,0.2568064,0.08562767,0.07775473,0.1132179,0.08180125,-0.07917915,-0.0351028
0.03080106,-0.001632934,0.1232558,0.1247364,-0.03645487,-0.03337892,0.01249863,-0.07673751,-0.165351,-0.1922602,0.02579681,-0.003628295,0.07994787,0.09061883,0.09254341,0.01752873,0.02082439,0.05004468,0.01999621,-0.02373514,-0.02155757,0.02285441,0.0442766,-0.0247872,0.05437538,0.03494471,-0.07728797,0.000220123,0.08308354,0.05610581,-0.1801751,-0.1969399,0.03942679,0.05506745,-0.05676652,-0.1245697,-0.06326278,-0.1139903,0.1229397,0.07870332,0.09257961,0.1267005,-0.02074364,-0.03649141,-0.06442291,-0.0729964
0.03018482,0.09094878,0.1888927,0.2005934,-0.1788072,-0.09991635,-0.142815,-0.08440368,-0.1745292,-0.0875107,0.04050487,0.08871073,0.1020752,-0.0290317,0.09995102,0.1052911,0.006004324,0.02309577,0.0892322,0.1454528,0.03684041,0.04484169,0.1339655,0.1583526,0.2762748,0.2210142,0.02495695,0.07383271,-0.04091201,-0.00720166,-0.1347039,-0.1353644,-0.09119008,-0.04580674,-0.008474715,0.03715306,-0.05750806,-0.09960672,0.08653135,0.003495334,0.1324156,-0.006038528,-0.02986027,-0.1241601,0.02820252,-0.02534495
-0.004205082,0.03785339,0.01110898,0.05120966,0.07417767,0.08677674,-0.1834471,-0.1973024,-0.1642122,-0.1808633,-0.07749953,-0.05021607,0.174947,0.05574783,-0.05268074,-0.06325869,-0.02008562,0.07949641,0.07878865,0.06185208,0.1031872,0.09102098,0.07345797,0.01913055,0.08261231,0.104338,0.424756,0.1761962,0.06494031,0.04625263,-0.1904079,-0.1567057,0.04479703,0.04417744,-0.01747869,-0.005775826,-0.1113744,-0.09759084,0.3437286,0.3649819,0.2174661,0.1181875,-0.07189653,-0.08327224,-0.07853223,-0.1096279
0.2836259,0.3871755,0.4979099,0.6145269,0.000629144,0.05474661,-0.4177826,-0.5048417,-0.2360839,-0.2516108,0.4131749,0.4244688,0.6692718,0.6093293,0.6070161,0.4426358,0.545246,0.7470901,0.6844369,0.6462267,0.7318809,0.8137907,0.639861,0.6875502,0.769449,0.9083606,0.4396751,0.700208,0.2276629,0.4085245,-0.2778025,-0.2492765,0.159389,0.2835411,0.210643,0.2800702,0.03675432,0.06239184,0.8472262,0.9966784,0.4969365,0.3757835,0.0128811,0.1301687,-0.2843778,-0.2370395
0.09488114,0.1022397,0.1912739,0.1663456,0.10751,0.1127407,-0.1070335,-0.1601735,-0.252503,-0.181481,0.1329659,0.0413862,0.3133213,0.1694072,0.1772048,0.03906923,0.2044698,0.2243983,0.2453783,0.1587676,0.2800657,0.2064448,0.2163949,0.1262633,0.2164326,0.1770674,0.2204329,0.188354,0.194696,0.1439798,-0.051869,-0.08488422,0.2056619,0.1523058,0.1304613,0.06068795,0.08944937,-0.01875314,0.4287284,0.3761355,0.4403601,0.2305415,0.1148888,0.003409494,-0.028321,-0.08532511
-0.1276829,0.02765389,0.01963011,0.1103861,-0.1665217,-0.1274367,-0.1856394,-0.1481974,0.08410053,0.2103525,-0.0728061,0.1949245,-0.1408241,0.1880221,-0.007997906,0.2345145,0.306761,0.3916555,0.1787246,0.3284968,-0.04284989,0.6257668,0.2664529,0.3416415,0.4332671,0.4430679,0.2074355,0.5596467,-0.2307443,-0.0931962,0.04382764,0.1109407,-0.2210027,-0.04470185,0.01594832,0.1743942,-0.001519853,-0.07921323,-0.1507808,0.1331991,-0.05895505,-0.071885,-0.02231697,-0.1379383,-0.1089606,-0.07806099
-0.07044584,-0.05282388,-0.1010411,-0.08147067,-0.1200686,-0.1037175,-0.06644141,-0.01188981,-0.07490367,-0.1100949,-0.06764094,-0.1004031,-0.09112308,-0.07848585,-0.1174409,-0.114655,-0.09557143,-0.1133122,-0.109647,-0.1108791,-0.01928155,-0.1049883,-0.08972391,-0.1062283,-0.09396915,-0.09008725,-0.03899417,-0.06041299,-0.07067482,-0.06801518,-0.1901283,-0.1543346,-0.126319,-0.09789451,-0.04683595,-0.06453248,-0.1080596,-0.09086923,-0.0113824,-0.002404727,-0.1261777,-0.06593735,-0.09528294,-0.09336717,-0.1323969,-0.103668
0.05514893,0.02898321,0.1429781,0.1321481,0.04874219,0.03401343,-0.002640084,0.01256213,-0.09686264,-0.10499,0.07880977,0.08423527,0.1519393,0.1962743,0.1487547,0.1363783,0.002776917,0.08063187,0.1282525,0.1108694,0.1402077,0.2149318,0.0810366,0.06550926,0.1089431,0.09420736,-0.02689742,0.1544741,0.02807587,0.04948926,-0.06030023,-0.06886601,0.06481553,0.03792315,0.03950546,-0.002737365,0.01220575,0.01813685,0.1292379,0.09153379,0.1550954,-0.04013853,0.08821029,-0.003257039,0.01163367,-0.0309001
